"StockName","TotalScore","AverageStability","AverageGrowth","DailyStability","WeeklyStability","Growth15Session","Growth30Session","Growth100Session","Growth200Session"
"NEULANDLA.NS","56.15456597770525","86.9123065585851","25.396825396825403","54.23728813559322","108.69565217391303","42.85714285714286","33.333333333333336","0.0","0.0"
"HINDSYNTE.NS","56.08960094941404","86.78237650200268","25.396825396825403","59.81308411214953","104.76190476190476","42.85714285714286","33.333333333333336","0.0","0.0"
"WILLAMAGO.NS","56.051587301587304","74.60317460317461","37.5","47.22222222222222","92.85714285714286","25.0","50.0","0.0","0.0"
"AUROPHARM.NS","56.00000000000001","90.57142857142858","21.42857142857143","44.285714285714285","121.42857142857143","42.85714285714286","42.85714285714286","0.0","0.0"
"KHAITANEL.NS","55.922211350293544","74.34442270058709","37.5","46.57534246575342","92.85714285714286","25.0","50.0","0.0","0.0"
"GPPL.NS","55.79761904761905","81.23809523809524","30.357142857142858","49.52380952380952","102.38095238095238","28.571428571428573","42.85714285714286","50.0","0.0"
"JENSONICO.NS","55.772283272283275","89.32234432234432","22.222222222222225","77.47252747252747","97.22222222222221","33.333333333333336","33.333333333333336","0.0","0.0"
"GANGOTRI.NS","55.666666666666664","94.66666666666666","16.666666666666668","53.333333333333336","122.22222222222221","33.333333333333336","0.0","0.0","0.0"
"NIPPOBATR.NS","55.648002790859934","92.9199372056515","18.376068376068375","51.53061224489796","120.51282051282053","38.46153846153846","16.666666666666668","0.0","0.0"
"RAJRAYON.NS","55.63222349789514","95.23880597014926","16.025641025641026","80.59701492537313","105.0","30.76923076923077","33.333333333333336","0.0","0.0"
"PANAMAPET.NS","55.583333333333336","82.0","29.166666666666668","55.0","100.0","37.5","50.0","0.0","0.0"
"SWELECTES.NS","55.55952380952381","80.76190476190476","30.357142857142858","44.76190476190476","104.76190476190476","28.571428571428573","42.85714285714286","50.0","0.0"
"HOCL.NS","55.51190476190476","73.52380952380952","37.5","55.238095238095234","85.71428571428571","42.85714285714286","57.142857142857146","50.0","0.0"
"BIRLACORP.NS","55.45634920634921","73.41269841269842","37.5","46.03174603174603","91.66666666666667","25.0","50.0","0.0","0.0"
"ARSSINFRA.NS","55.42857142857142","82.28571428571428","28.571428571428573","48.57142857142857","104.76190476190476","35.714285714285715","28.571428571428573","50.0","0.0"
"TTL.NS","55.38807089575912","82.25050076587722","28.525641025641026","48.309178743961354","104.8780487804878","30.76923076923077","33.333333333333336","50.0","0.0"
"KARMAENG.NS","55.18716832060161","84.97751124437781","25.396825396825403","68.9655172413793","95.65217391304347","42.85714285714286","33.333333333333336","0.0","0.0"
"TRIDENT.NS","55.095238095238095","81.61904761904762","28.571428571428573","50.476190476190474","102.38095238095238","35.714285714285715","28.571428571428573","50.0","0.0"
"NOL.NS","55.0","85.0","25.0","62.50000000000001","100.0","16.666666666666668","33.333333333333336","0.0","0.0"
"ARIHANT.NS","54.80769230769231","84.61538461538461","25.0","61.53846153846155","100.0","50.0","0.0","0.0","0.0"
"SHIVAMAUT.NS","54.79508196721312","84.59016393442624","25.0","44.80874316939891","111.11111111111111","41.66666666666667","33.333333333333336","0.0","0.0"
"ORIENTBAN.NS","54.79166666666667","76.25","33.333333333333336","40.625","100.0","50.0","50.0","0.0","0.0"
"MIRZAINT.NS","54.78958333333333","80.4125","29.166666666666668","57.03125","96.0","62.5","25.0","0.0","0.0"
"IIFL.NS","54.77459896425414","74.61330049261085","34.93589743589744","47.783251231527096","92.5","23.076923076923077","16.666666666666668","0.0","100.0"
"SUPRAJIT.NS","54.76190476190476","80.95238095238095","28.571428571428573","45.238095238095234","104.76190476190476","35.714285714285715","28.571428571428573","50.0","0.0"
"TIMKEN.NS","54.69047619047618","77.23809523809523","32.14285714285714","39.52380952380952","102.38095238095238","50.0","28.571428571428573","50.0","0.0"
"SMLISUZU.NS","54.67385613403313","88.71279163314563","20.634920634920636","51.32743362831859","113.63636363636364","28.571428571428573","33.333333333333336","0.0","0.0"
"LOGIXMICR.NS","54.666579895006294","87.96563842249122","21.367521367521366","58.37563451776649","107.69230769230771","30.76923076923077","33.333333333333336","0.0","0.0"
"AUTOLITIN.NS","54.60712093308779","81.4364640883978","27.777777777777782","53.59116022099448","100.0","33.333333333333336","50.0","0.0","0.0"
"IPRINGLTD.NS","54.53633461841396","86.6484268125855","22.424242424242426","62.2093023255814","102.94117647058825","27.272727272727273","40.0","0.0","0.0"
"JAIBALAJI.NS","54.44047619047619","82.0952380952381","26.785714285714285","48.095238095238095","104.76190476190476","28.571428571428573","28.571428571428573","50.0","0.0"
"SURYAJYOT.NS","54.3939393939394","76.66666666666667","32.121212121212125","41.666666666666664","100.0","36.36363636363637","60.0","0.0","0.0"
"HOTELRUGB.NS","54.363346104725416","96.6896551724138","12.037037037037038","60.689655172413794","120.68965517241378","11.11111111111111","25.0","0.0","0.0"
"DATAMATIC.NS","54.23512230741146","89.68236582694414","18.78787878787879","56.02409638554217","112.12121212121212","36.36363636363637","20.0","0.0","0.0"
"APOLLOTYR.NS","54.231584525702175","91.79650238473768","16.666666666666668","47.05882352941177","121.62162162162161","33.333333333333336","16.666666666666668","0.0","0.0"
"SUDAR.NS","54.226190476190474","92.38095238095238","16.071428571428573","52.38095238095238","119.04761904761905","35.714285714285715","28.571428571428573","0.0","0.0"
"ASAHIINDI.NS","54.218416277239804","80.65905477670182","27.777777777777782","47.593582887700535","102.7027027027027","33.333333333333336","50.0","0.0","0.0"
"TRIGYN.NS","54.12291666666666","87.4125","20.833333333333332","44.53125","116.0","37.5","25.0","0.0","0.0"
"HARITASEA.NS","54.12121212121212","82.78787878787878","25.454545454545457","56.96969696969697","100.0","36.36363636363637","40.0","0.0","0.0"
"NATNLSTEE.NS","54.099999999999994","58.199999999999996","50.0","37.5","72.0","25.0","25.0","100.0","0.0"
"PILIND.NS","54.060606060606055","85.69696969696969","22.424242424242426","46.06060606060606","112.12121212121212","27.272727272727273","40.0","0.0","0.0"
"VASWANI.NS","54.032738095238095","84.73214285714286","23.333333333333332","57.14285714285714","103.125","30.0","40.0","0.0","0.0"
"PIIND.NS","54.03225806451613","78.06451612903226","30.0","45.16129032258064","100.0","50.0","40.0","0.0","0.0"
"VMART.NS","54.028186725555145","77.60765550239235","30.44871794871795","44.01913875598086","100.0","38.46153846153846","33.333333333333336","50.0","0.0"
"DONEAR.NS","54.01075268817204","91.35483870967741","16.666666666666668","54.193548387096776","116.12903225806451","30.0","20.0","0.0","0.0"
"CHESLINTE.NS","53.98924731182795","84.64516129032258","23.333333333333332","56.774193548387096","103.2258064516129","30.0","40.0","0.0","0.0"
"SHIVTEX.NS","53.886610465557844","82.37639553429028","25.396825396825403","49.122807017543856","104.54545454545456","42.85714285714286","33.333333333333336","0.0","0.0"
"APARINDS.NS","53.64285714285714","82.28571428571428","25.0","48.57142857142857","104.76190476190476","42.85714285714286","57.142857142857146","0.0","0.0"
"ARIES.NS","53.607142857142854","91.14285714285714","16.071428571428573","52.857142857142854","116.66666666666667","35.714285714285715","28.571428571428573","0.0","0.0"
"KESARENT.NS","53.54573287409109","90.4247990815155","16.666666666666668","52.985074626865675","115.38461538461539","25.0","25.0","0.0","0.0"
"EDELWEISS.NS","53.54375","82.0875","25.0","49.21875","104.0","25.0","50.0","0.0","0.0"
"MUDRA.NS","53.48987108655618","90.31307550644568","16.666666666666668","59.11602209944752","111.11111111111111","33.333333333333336","16.666666666666668","0.0","0.0"
"ADANIENT.NS","53.48809523809524","80.19047619047619","26.785714285714285","43.33333333333333","104.76190476190476","28.571428571428573","28.571428571428573","50.0","0.0"
"MADHAV.NS","53.23135970194794","84.24049718167365","22.222222222222225","44.38502673796792","110.8108108108108","33.333333333333336","33.333333333333336","0.0","0.0"
"ASTRAMICR.NS","53.22619047619048","76.0952380952381","30.357142857142858","50.95238095238095","92.85714285714286","42.85714285714286","28.571428571428573","50.0","0.0"
"ZODIACLOT.NS","53.1559045057855","50.55423325399524","55.75757575757576","38.150289017341045","58.82352941176471","27.272727272727273","40.0","100.0","0.0"
"ASAL.NS","53.148648648648646","81.29729729729729","25.0","49.18918918918919","102.7027027027027","25.0","50.0","0.0","0.0"
"MAGNUM.NS","53.13907284768212","86.27814569536424","20.0","45.6953642384106","113.33333333333334","40.0","20.0","0.0","0.0"
"RSSOFTWAR.NS","53.075","81.15","25.0","46.875","104.0","50.0","25.0","0.0","0.0"
"APLAPOLLO.NS","53.01282051282051","75.57692307692308","30.44871794871795","38.94230769230769","100.0","38.46153846153846","33.333333333333336","50.0","0.0"
"KEMROCK.NS","53.0","82.66666666666667","23.333333333333332","46.666666666666664","106.66666666666667","30.0","40.0","0.0","0.0"
"ORIENTBEL.NS","52.98963254593176","76.81259842519685","29.166666666666668","48.031496062992126","96.0","37.5","50.0","0.0","0.0"
"MAHSEAMLE.NS","52.86904761904762","78.95238095238095","26.785714285714285","43.80952380952381","102.38095238095238","28.571428571428573","28.571428571428573","50.0","0.0"
"SUPERSPIN.NS","52.81504065040651","76.46341463414635","29.166666666666668","53.65853658536585","91.66666666666667","37.5","50.0","0.0","0.0"
"PUNJABCHE.NS","52.78362573099416","77.78947368421053","27.777777777777782","48.421052631578945","97.36842105263159","33.333333333333336","50.0","0.0","0.0"
"THOMASCOO.NS","52.770270270270274","80.54054054054055","25.0","51.35135135135135","100.0","50.0","0.0","0.0","0.0"
"NRC.NS","52.74561403508772","82.15789473684211","23.333333333333332","45.39473684210527","106.66666666666667","30.0","40.0","0.0","0.0"
"JAMNAAUTO.NS","52.694924123495554","75.90266875981162","29.487179487179485","47.44897959183674","94.87179487179488","38.46153846153846","50.0","0.0","0.0"
"ASHOKA.NS","52.69047619047619","73.23809523809524","32.142857142857146","43.80952380952381","92.85714285714286","35.714285714285715","42.85714285714286","50.0","0.0"
"RATNAMANI.NS","52.645502645502646","82.14285714285714","23.14814814814815","50.0","103.57142857142858","44.44444444444444","25.0","0.0","0.0"
"VARDMNPOL.NS","52.60317460317461","79.80952380952381","25.396825396825403","49.52380952380952","100.0","42.85714285714286","33.333333333333336","0.0","0.0"
"VKSPL.NS","52.44047619047619","92.38095238095238","12.5","80.95238095238095","100.0","35.714285714285715","14.285714285714286","0.0","0.0"
"INDOCO.NS","52.34523809523809","77.9047619047619","26.785714285714285","44.76190476190476","100.0","28.571428571428573","28.571428571428573","50.0","0.0"
"CERA.NS","52.20238095238095","77.61904761904762","26.785714285714285","40.476190476190474","102.38095238095238","28.571428571428573","28.571428571428573","50.0","0.0"
"GEECEE.NS","52.20238095238095","104.4047619047619","0.0","54.76190476190476","137.5","0.0","0.0","0.0","0.0"
"PATSPINLT.NS","52.20175438596492","77.73684210526316","26.666666666666668","49.3421052631579","96.66666666666667","40.0","40.0","0.0","0.0"
"ELECTHERM.NS","52.17061811587483","84.94729683781027","19.393939393939394","49.13294797687862","108.82352941176471","18.181818181818183","40.0","0.0","0.0"
"HINDPETRO.NS","52.0952380952381","89.90476190476191","14.285714285714286","46.19047619047619","119.04761904761905","28.571428571428573","28.571428571428573","0.0","0.0"
"HINDCOMPO.NS","52.03703703703703","79.99999999999999","24.074074074074076","44.827586206896555","103.44827586206895","22.22222222222222","50.0","0.0","0.0"
"VALECHAEN.NS","52.03571428571428","80.85714285714285","23.214285714285715","41.42857142857142","107.14285714285714","14.285714285714286","28.571428571428573","50.0","0.0"
"ISMTLTD.NS","51.92857142857143","78.85714285714286","25.0","68.57142857142857","85.71428571428572","50.0","0.0","0.0","0.0"
"LAOPALA.NS","51.920387305002684","78.38622915545992","25.454545454545457","41.42011834319527","103.03030303030303","36.36363636363637","40.0","0.0","0.0"
"SITASHREE.NS","51.911306251636084","78.42578710644676","25.396825396825403","52.58620689655172","95.65217391304347","42.85714285714286","33.333333333333336","0.0","0.0"
"TOKYOPLAS.NS","51.88235294117647","83.76470588235294","20.0","50.58823529411765","105.88235294117648","40.0","0.0","0.0","0.0"
"PROVOGE.NS","51.879432624113484","87.0921985815603","16.666666666666668","51.06382978723404","111.11111111111111","33.333333333333336","0.0","0.0","0.0"
"FRLDVR.NS","51.813813813813816","81.4054054054054","22.222222222222225","53.513513513513516","100.0","33.333333333333336","33.333333333333336","0.0","0.0"
"PRATIBHA.NS","51.773809523809526","91.04761904761905","12.5","56.19047619047619","114.28571428571428","35.714285714285715","14.285714285714286","0.0","0.0"
"BEDMUTHA.NS","51.76751094434021","87.5093808630394","16.025641025641026","50.48076923076923","112.1951219512195","30.76923076923077","33.333333333333336","0.0","0.0"
"WELPROJ.NS","51.737556561085974","76.87254901960785","26.602564102564102","53.431372549019606","92.5","23.076923076923077","33.333333333333336","50.0","0.0"
"AEGISCHEM.NS","51.72619047619047","76.66666666666666","26.785714285714285","45.238095238095234","97.61904761904762","28.571428571428573","28.571428571428573","50.0","0.0"
"ABCIL.NS","51.595238095238095","85.33333333333333","17.857142857142858","49.047619047619044","109.52380952380952","42.85714285714286","28.571428571428573","0.0","0.0"
"TIL.NS","51.57142857142857","74.57142857142857","28.571428571428573","47.14285714285714","92.85714285714286","35.714285714285715","28.571428571428573","50.0","0.0"
"ANDHRACEM.NS","51.510416666666664","82.1875","20.833333333333332","55.46875","100.0","37.5","25.0","0.0","0.0"
"RMMIL.NS","51.476190476190474","88.66666666666666","14.285714285714286","60.95238095238095","107.14285714285714","28.571428571428573","28.571428571428573","0.0","0.0"
"PARRYSUGA.NS","51.46038700255568","87.1631982475356","15.757575757575758","45.18072289156627","115.15151515151516","27.272727272727273","20.0","0.0","0.0"
"HDIL.NS","51.36904761904761","86.66666666666666","16.071428571428573","52.38095238095238","109.52380952380952","35.714285714285715","28.571428571428573","0.0","0.0"
"MALUPAPER.NS","51.367159971811134","86.97674418604652","15.757575757575758","67.44186046511628","100.0","27.272727272727273","20.0","0.0","0.0"
"KERNEX.NS","51.36093857832988","82.08695652173913","20.634920634920636","48.69565217391304","104.34782608695652","28.571428571428573","33.333333333333336","0.0","0.0"
"NIITLTD.NS","51.295833333333334","73.425","29.166666666666668","51.5625","88.0","37.5","50.0","0.0","0.0"
"JSWENERGY.NS","51.17857142857142","86.28571428571428","16.071428571428573","44.285714285714285","114.28571428571428","35.714285714285715","28.571428571428573","0.0","0.0"
"ARVIND.NS","51.16923374987891","80.1162452775356","22.222222222222225","46.236559139784944","102.7027027027027","33.333333333333336","33.333333333333336","0.0","0.0"
"KPRMILL.NS","51.14791666666667","81.4625","20.833333333333332","47.65625","104.0","37.5","25.0","0.0","0.0"
"ANIKINDS.NS","51.119465329991655","76.8421052631579","25.396825396825403","42.10526315789473","100.00000000000001","42.85714285714286","33.333333333333336","0.0","0.0"
"VINATIORG.NS","50.986486486486484","76.97297297297297","25.0","46.48648648648649","97.29729729729729","41.66666666666667","33.333333333333336","0.0","0.0"
"SIL.NS","50.940170940170944","77.94871794871796","23.931623931623932","41.02564102564102","102.56410256410257","38.46153846153846","33.333333333333336","0.0","0.0"
"SKUMARSYN.NS","50.8391994478951","81.04347826086956","20.634920634920636","46.08695652173913","104.34782608695652","28.571428571428573","33.333333333333336","0.0","0.0"
"TVSELECT.NS","50.818480300187616","67.02157598499062","34.61538461538461","50.48076923076923","78.04878048780488","38.46153846153846","50.0","50.0","0.0"
"MUKANDLTD.NS","50.797619047619044","85.52380952380952","16.071428571428573","49.52380952380952","109.52380952380952","21.42857142857143","42.85714285714286","0.0","0.0"
"ATULAUTO.NS","50.72708333333333","72.2875","29.166666666666668","36.71875","96.0","37.5","50.0","0.0","0.0"
"CYBERTECH.NS","50.72619047619047","81.8095238095238","19.642857142857146","50.95238095238095","102.38095238095238","35.714285714285715","42.85714285714286","0.0","0.0"
"AJMERA.NS","50.654761904761905","70.95238095238095","30.357142857142858","45.238095238095234","88.09523809523809","28.571428571428573","42.85714285714286","50.0","0.0"
"NILKAMAL.NS","50.57142857142857","72.57142857142857","28.571428571428573","45.71428571428571","90.47619047619048","21.42857142857143","42.85714285714286","50.0","0.0"
"INDNIPPON.NS","50.53571428571429","74.28571428571429","26.785714285714285","42.857142857142854","95.23809523809524","28.571428571428573","28.571428571428573","50.0","0.0"
"WHIRLPOOL.NS","50.53571428571428","81.42857142857142","19.642857142857146","42.857142857142854","107.14285714285714","35.714285714285715","42.85714285714286","0.0","0.0"
"ESSELPACK.NS","50.523809523809526","86.76190476190476","14.285714285714286","49.047619047619044","111.9047619047619","28.571428571428573","28.571428571428573","0.0","0.0"
"VASCONEQ.NS","50.46354821277861","86.82453232299312","14.102564102564102","52.42718446601942","109.7560975609756","23.076923076923077","33.333333333333336","0.0","0.0"
"PHILIPCAR.NS","50.404761904761905","75.80952380952381","25.0","46.666666666666664","95.23809523809524","42.85714285714286","57.142857142857146","0.0","0.0"
"BROOKS.NS","50.38095238095238","79.33333333333333","21.42857142857143","51.904761904761905","97.61904761904762","42.85714285714286","42.85714285714286","0.0","0.0"
"TECHNO.NS","50.3452380952381","73.90476190476191","26.785714285714285","41.904761904761905","95.23809523809524","28.571428571428573","28.571428571428573","50.0","0.0"
"KSCL.NS","50.333333333333336","86.38095238095238","14.285714285714286","48.095238095238095","111.9047619047619","28.571428571428573","28.571428571428573","0.0","0.0"
"ORIENTLTD.NS","50.285714285714285","100.57142857142857","0.0","71.42857142857143","120.0","0.0","0.0","0.0","0.0"
"HFCL.NS","50.25","88.0","12.5","55.71428571428571","109.52380952380952","21.42857142857143","28.571428571428573","0.0","0.0"
"GOLDENTOB.NS","50.188034188034194","78.15384615384616","22.222222222222225","52.88461538461539","95.0","33.333333333333336","33.333333333333336","0.0","0.0"
"INDIACEM.NS","50.17857142857142","84.28571428571428","16.071428571428573","50.0","107.14285714285714","35.714285714285715","28.571428571428573","0.0","0.0"
"DISHMAN.NS","50.13095238095238","77.04761904761905","23.214285714285715","46.19047619047619","97.61904761904762","28.571428571428573","14.285714285714286","50.0","0.0"
"PRAKASH.NS","50.05952380952381","73.33333333333333","26.785714285714285","54.76190476190476","85.71428571428571","28.571428571428573","28.571428571428573","50.0","0.0"
"KAJARIACE.NS","49.976190476190474","74.95238095238095","25.0","33.80952380952381","102.38095238095238","35.714285714285715","14.285714285714286","50.0","0.0"
"SHREYANIN.NS","49.920634920634924","83.96825396825398","15.873015873015873","52.77777777777778","104.76190476190476","14.285714285714286","33.333333333333336","0.0","0.0"
"PDUMJEPUL.NS","49.89304812834225","87.05882352941177","12.727272727272728","50.0","111.76470588235296","18.181818181818183","20.0","0.0","0.0"
"RAMCOIND.NS","49.77380952380952","79.9047619047619","19.642857142857146","46.19047619047619","102.38095238095238","35.714285714285715","42.85714285714286","0.0","0.0"
"EMCO.NS","49.70238095238095","83.33333333333333","16.071428571428573","54.76190476190476","102.38095238095238","35.714285714285715","28.571428571428573","0.0","0.0"
"CINEVISTA.NS","49.66013518645098","73.92344497607655","25.396825396825403","55.26315789473684","86.36363636363637","42.85714285714286","33.333333333333336","0.0","0.0"
"DIAPOWER.NS","49.61904761904762","84.95238095238095","14.285714285714286","55.238095238095234","104.76190476190476","28.571428571428573","28.571428571428573","0.0","0.0"
"NEOCORP.NS","49.583333333333336","72.5","26.666666666666668","50.0","87.5","40.0","40.0","0.0","0.0"
"PRICOL.NS","49.404761904761905","80.95238095238095","17.857142857142858","45.238095238095234","104.76190476190476","28.571428571428573","42.85714285714286","0.0","0.0"
"REISIXTEN.NS","49.36666666666667","77.9","20.833333333333332","68.75","84.0","37.5","25.0","0.0","0.0"
"TIIL.NS","49.35338997758767","84.92472867312405","13.782051282051281","44.01913875598086","112.1951219512195","38.46153846153846","16.666666666666668","0.0","0.0"
"JINDALPOL.NS","49.31699886715043","84.74510884541198","13.888888888888891","46.07329842931937","110.5263157894737","25.0","16.666666666666668","0.0","0.0"
"RAMCOCEM.NS","49.310810810810814","73.62162162162163","25.0","34.054054054054056","100.0","41.66666666666667","33.333333333333336","0.0","0.0"
"ADVANIHOT.NS","49.30051116491794","77.96610169491525","20.634920634920636","44.91525423728813","100.0","28.571428571428573","33.333333333333336","0.0","0.0"
"EON.NS","49.21058170685036","82.3955223880597","16.025641025641026","52.23880597014926","102.5","30.76923076923077","33.333333333333336","0.0","0.0"
"MTNL.NS","49.19047619047618","69.8095238095238","28.571428571428573","49.52380952380952","83.33333333333333","35.714285714285715","28.571428571428573","50.0","0.0"
"HINDDORRO.NS","49.04991087344028","78.70588235294117","19.393939393939394","51.1764705882353","97.05882352941177","18.181818181818183","40.0","0.0","0.0"
"POLARIS.NS","49.04864709268854","78.65284974093264","19.444444444444446","46.6321243523316","100.0","41.66666666666667","16.666666666666668","0.0","0.0"
"PVP.NS","49.04761904761905","83.80952380952381","14.285714285714286","59.52380952380952","100.0","28.571428571428573","28.571428571428573","0.0","0.0"
"HEIDELBER.NS","48.988095238095234","81.9047619047619","16.071428571428573","47.61904761904761","104.76190476190476","21.42857142857143","42.85714285714286","0.0","0.0"
"CAPF.NS","48.952380952380956","76.47619047619048","21.42857142857143","44.76190476190476","97.61904761904762","42.85714285714286","42.85714285714286","0.0","0.0"
"AJANTPHAR.NS","48.92857142857143","72.85714285714286","25.0","35.714285714285715","97.61904761904762","21.42857142857143","28.571428571428573","50.0","0.0"
"RKDL.NS","48.916666666666664","85.33333333333333","12.5","49.047619047619044","109.52380952380952","21.42857142857143","28.571428571428573","0.0","0.0"
"SIMPLEXCA.NS","48.86666666666667","81.06666666666666","16.666666666666668","52.666666666666664","100.0","30.0","20.0","0.0","0.0"
"JUSTDIAL.NS","48.84432819916691","75.46643417611159","22.222222222222225","46.774193548387096","94.5945945945946","33.333333333333336","33.333333333333336","0.0","0.0"
"MANGLMCEM.NS","48.82142857142857","78.0","19.642857142857146","41.42857142857142","102.38095238095238","35.714285714285715","42.85714285714286","0.0","0.0"
"BANG.NS","48.81856540084388","84.30379746835443","13.333333333333334","60.75949367088608","100.0","20.0","20.0","0.0","0.0"
"KOLTEPATI.NS","48.75","81.42857142857143","16.071428571428573","57.14285714285714","97.61904761904762","35.714285714285715","28.571428571428573","0.0","0.0"
"SANGAMIND.NS","48.73809523809524","72.47619047619048","25.0","49.047619047619044","88.09523809523809","21.42857142857143","28.571428571428573","50.0","0.0"
"BSL.NS","48.621024462752985","75.12666431012136","22.115384615384613","48.792270531400966","92.6829268292683","38.46153846153846","50.0","0.0","0.0"
"BROADCAST.NS","48.51449275362319","72.02898550724638","25.0","46.73913043478261","88.88888888888889","16.666666666666668","33.333333333333336","0.0","0.0"
"VTXIND.NS","48.50282485875707","80.33898305084747","16.666666666666668","50.847457627118644","100.00000000000001","33.333333333333336","0.0","0.0","0.0"
"INDBANK.NS","48.491373360938574","76.34782608695652","20.634920634920636","53.91304347826087","91.30434782608695","28.571428571428573","33.333333333333336","0.0","0.0"
"BLUESTARC.NS","48.476190476190474","82.66666666666666","14.285714285714286","42.38095238095238","109.52380952380952","28.571428571428573","28.571428571428573","0.0","0.0"
"IMPEXFERR.NS","48.453782984554834","78.11968718123087","18.78787878787879","49.710982658959544","97.05882352941177","36.36363636363637","20.0","0.0","0.0"
"IFBAGRO.NS","48.44047619047619","70.09523809523809","26.785714285714285","46.666666666666664","85.71428571428571","28.571428571428573","28.571428571428573","50.0","0.0"
"BILPOWER.NS","48.437242396633266","78.07106598984772","18.803418803418804","45.17766497461928","100.00000000000001","23.076923076923077","33.333333333333336","0.0","0.0"
"BHARATFOR.NS","48.36904761904761","80.66666666666666","16.071428571428573","40.95238095238095","107.14285714285714","35.714285714285715","28.571428571428573","0.0","0.0"
"SPLIL.NS","48.348873348873354","80.88578088578089","15.811965811965813","56.06060606060606","97.43589743589745","30.76923076923077","16.666666666666668","0.0","0.0"
"BBL.NS","48.33333333333333","68.09523809523809","28.571428571428573","38.095238095238095","88.09523809523809","35.714285714285715","28.571428571428573","50.0","0.0"
"VIKASGLOB.NS","48.32052192814684","82.53847975372958","14.102564102564102","49.029126213592235","104.8780487804878","23.076923076923077","33.333333333333336","0.0","0.0"
"KOKUYOCML.NS","48.30952380952381","78.76190476190476","17.857142857142858","43.33333333333333","102.38095238095238","28.571428571428573","42.85714285714286","0.0","0.0"
"AMRUTANJA.NS","48.29761904761905","69.80952380952381","26.785714285714285","42.38095238095238","88.09523809523809","28.571428571428573","28.571428571428573","50.0","0.0"
"BIRLACOT.NS","48.25132275132275","72.42857142857143","24.074074074074076","68.57142857142857","75.0","22.22222222222222","50.0","0.0","0.0"
"GSCLCEMEN.NS","48.2487922705314","74.27536231884058","22.222222222222225","44.02173913043478","94.44444444444444","33.333333333333336","33.333333333333336","0.0","0.0"
"BSLIMITED.NS","48.226190476190474","80.38095238095238","16.071428571428573","50.95238095238095","100.0","35.714285714285715","28.571428571428573","0.0","0.0"
"WALCHANNA.NS","48.20238095238095","76.76190476190476","19.642857142857146","49.047619047619044","95.23809523809524","35.714285714285715","42.85714285714286","0.0","0.0"
"DCW.NS","48.1904761904762","82.0952380952381","14.285714285714286","55.238095238095234","100.0","28.571428571428573","28.571428571428573","0.0","0.0"
"MOSERBAER.NS","48.16666666666667","78.47619047619048","17.857142857142858","53.33333333333333","95.23809523809524","42.85714285714286","28.571428571428573","0.0","0.0"
"BSELINFRA.NS","48.156361182676974","80.28708133971293","16.025641025641026","50.717703349282296","100.0","30.76923076923077","33.333333333333336","0.0","0.0"
"MOTHERSUM.NS","48.12708333333334","79.5875","16.666666666666668","42.96875","104.0","25.0","25.0","0.0","0.0"
"TREEHOUSE.NS","48.12390508042682","70.85098476402824","25.396825396825403","40.17094017094017","91.30434782608695","42.85714285714286","33.333333333333336","0.0","0.0"
"SCHNEIDER.NS","48.11904761904762","71.23809523809524","25.0","42.38095238095238","90.47619047619048","42.85714285714286","57.142857142857146","0.0","0.0"
"TRICOM.NS","48.11181871526699","73.07548928238583","23.14814814814815","53.37837837837838","86.20689655172413","44.44444444444444","25.0","0.0","0.0"
"MURUDCERA.NS","48.1035208572522","82.1044776119403","14.102564102564102","47.76119402985075","105.0","23.076923076923077","33.333333333333336","0.0","0.0"
"INDSWFTLT.NS","48.07971014492753","79.49275362318839","16.666666666666668","44.565217391304344","102.77777777777777","16.666666666666668","33.333333333333336","0.0","0.0"
"GVKPIL.NS","48.01190476190476","76.38095238095238","19.642857142857146","48.095238095238095","95.23809523809524","35.714285714285715","42.85714285714286","0.0","0.0"
"HINDOILEX.NS","48.00000000000001","81.71428571428572","14.285714285714286","54.285714285714285","100.0","28.571428571428573","28.571428571428573","0.0","0.0"
"TIDEWATER.NS","47.997835497835496","77.20779220779221","18.78787878787879","33.92857142857143","106.06060606060606","36.36363636363637","20.0","0.0","0.0"
"WINDMACHI.NS","47.99723756906077","79.32780847145487","16.666666666666668","52.48618784530387","97.22222222222221","33.333333333333336","16.666666666666668","0.0","0.0"
"PETRONENG.NS","47.92857142857143","78.0","17.857142857142858","48.57142857142857","97.61904761904762","28.571428571428573","42.85714285714286","0.0","0.0"
"SAKUMA.NS","47.85470085470086","49.12820512820513","46.581196581196586","42.051282051282044","53.846153846153854","23.076923076923077","16.666666666666668","100.0","0.0"
"APLLTD.NS","47.845238095238095","79.61904761904762","16.071428571428573","49.047619047619044","100.0","35.714285714285715","28.571428571428573","0.0","0.0"
"COSMOFILM.NS","47.76190476190476","66.95238095238095","28.571428571428573","42.38095238095238","83.33333333333333","35.714285714285715","28.571428571428573","50.0","0.0"
"UNITECH.NS","47.72619047619047","68.66666666666666","26.785714285714285","53.8095238095238","78.57142857142857","28.571428571428573","28.571428571428573","50.0","0.0"
"ORIENTREF.NS","47.67857142857142","82.85714285714285","12.5","42.857142857142854","109.52380952380952","21.42857142857143","28.571428571428573","0.0","0.0"
"PITTILAM.NS","47.65905147484095","70.3181029496819","25.0","48.87218045112782","84.61538461538461","25.0","50.0","0.0","0.0"
"CANDC.NS","47.627954523012285","75.06360135371688","20.192307692307693","44.97607655502392","95.1219512195122","30.76923076923077","50.0","0.0","0.0"
